id,name,description,difficulty,image,emoji,created_at,total_shown,total_correct,category
267,Komi Republic,republic,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Flag_of_Komi.svg/250px-Flag_of_Komi.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
268,Mari El,republic,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Flag_of_Mari_El.svg/250px-Flag_of_Mari_El.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
269,Mordovia,republic,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Flag_of_Mordovia.svg/250px-Flag_of_Mordovia.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
270,North Ossetia–Alania,republic,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Flag_of_North_Ossetia.svg/250px-Flag_of_North_Ossetia.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
271,Sakha,republic,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Flag_of_Sakha.svg/250px-Flag_of_Sakha.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
272,Tatarstan,republic,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Flag_of_Tatarstan.svg/250px-Flag_of_Tatarstan.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
273,Tuva,republic,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Tuva.svg/250px-Flag_of_Tuva.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
274,Udmurtia,republic,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Flag_of_Udmurtia.svg/250px-Flag_of_Udmurtia.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
275,Altai Krai,krai,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Flag_of_Altai_Krai.svg/250px-Flag_of_Altai_Krai.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
276,Kamchatka Krai,krai,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Flag_of_Kamchatka_Krai.svg/250px-Flag_of_Kamchatka_Krai.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
277,Khabarovsk Krai,krai,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Flag_of_Khabarovsk_Krai.svg/250px-Flag_of_Khabarovsk_Krai.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
278,Krasnodar Krai,krai,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Flag_of_Krasnodar_Krai.svg/250px-Flag_of_Krasnodar_Krai.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
279,Krasnoyarsk Krai,krai,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Flag_of_Krasnoyarsk_Krai.svg/250px-Flag_of_Krasnoyarsk_Krai.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
280,Perm Krai,krai,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Flag_of_Perm_Krai.svg/250px-Flag_of_Perm_Krai.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
281,Primorsky Krai,krai,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Primorsky_Krai.svg/250px-Flag_of_Primorsky_Krai.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
282,Stavropol Krai,krai,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Stavropol_Krai.svg/250px-Flag_of_Stavropol_Krai.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
283,Zabaykalsky Krai,krai,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Flag_of_Zabaykalsky_Krai.svg/250px-Flag_of_Zabaykalsky_Krai.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
284,Amur Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Flag_of_Amur_Oblast.svg/250px-Flag_of_Amur_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
285,Arkhangelsk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Flag_of_Arkhangelsk_Oblast.svg/250px-Flag_of_Arkhangelsk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
286,Astrakhan Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Flag_of_Astrakhan_Oblast.svg/250px-Flag_of_Astrakhan_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
287,Belgorod Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Flag_of_Belgorod_Oblast.svg/250px-Flag_of_Belgorod_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
288,Bryansk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Flag_of_Bryansk_Oblast.svg/250px-Flag_of_Bryansk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
289,Chelyabinsk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Chelyabinsk_Oblast.svg/250px-Flag_of_Chelyabinsk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
290,Irkutsk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Flag_of_Irkutsk_Oblast.svg/250px-Flag_of_Irkutsk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
291,Ivanovo Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Ivanovo_Oblast.svg/250px-Flag_of_Ivanovo_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
292,Kaliningrad Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Flag_of_Kaliningrad_Oblast.svg/250px-Flag_of_Kaliningrad_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
293,Kaluga Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flag_of_Kaluga_Oblast.svg/250px-Flag_of_Kaluga_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
294,Kemerovo Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Flag_of_Kemerovo_Oblast.svg/250px-Flag_of_Kemerovo_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
295,Kirov Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Kirov_Oblast.svg/250px-Flag_of_Kirov_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
296,Kostroma Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Kostroma_Oblast.svg/250px-Flag_of_Kostroma_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
297,Kurgan Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Kurgan_Oblast.svg/250px-Flag_of_Kurgan_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
298,Kursk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Flag_of_Kursk_Oblast.svg/250px-Flag_of_Kursk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
299,Leningrad Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Flag_of_Leningrad_Oblast.svg/250px-Flag_of_Leningrad_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
300,Lipetsk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Flag_of_Lipetsk_Oblast.svg/250px-Flag_of_Lipetsk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
301,Magadan Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Flag_of_Magadan_Oblast.svg/250px-Flag_of_Magadan_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
302,Moscow Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Moscow_oblast.svg/250px-Flag_of_Moscow_oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
303,Murmansk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Flag_of_Murmansk_Oblast.svg/250px-Flag_of_Murmansk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
304,Nizhny Novgorod Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Flag_of_Nizhny_Novgorod_Region.svg/250px-Flag_of_Nizhny_Novgorod_Region.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
305,Novgorod Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_Novgorod_Oblast.svg/250px-Flag_of_Novgorod_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
306,Novosibirsk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Flag_of_Novosibirsk_Oblast.svg/250px-Flag_of_Novosibirsk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
307,Omsk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Flag_of_Omsk_Oblast.svg/250px-Flag_of_Omsk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
308,Orenburg Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Flag_of_Orenburg_Oblast.svg/250px-Flag_of_Orenburg_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
309,Oryol Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Oryol_Oblast.svg/250px-Flag_of_Oryol_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
310,Penza Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Flag_of_Penza_Oblast.svg/250px-Flag_of_Penza_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
311,Pskov Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Flag_of_Pskov_Oblast.svg/250px-Flag_of_Pskov_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
312,Rostov Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Rostov_Oblast.svg/250px-Flag_of_Rostov_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
313,Ryazan Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Flag_of_Ryazan_Oblast.svg/250px-Flag_of_Ryazan_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
314,Sakhalin Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Flag_of_Sakhalin_Oblast.svg/250px-Flag_of_Sakhalin_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
315,Samara Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Flag_of_Samara_Oblast.svg/250px-Flag_of_Samara_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
316,Saratov Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Flag_of_Saratov_Oblast.svg/250px-Flag_of_Saratov_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
317,Smolensk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_Smolensk_Oblast.svg/250px-Flag_of_Smolensk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
318,Sverdlovsk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Flag_of_Sverdlovsk_Oblast.svg/250px-Flag_of_Sverdlovsk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
319,Tambov Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Flag_of_Tambov_Oblast.svg/250px-Flag_of_Tambov_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
320,Tomsk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Flag_of_Tomsk_Oblast.svg/250px-Flag_of_Tomsk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
321,Tula Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Flag_of_Tula_Oblast.svg/250px-Flag_of_Tula_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
322,Tver Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Flag_of_Tver_Oblast.svg/250px-Flag_of_Tver_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
323,Tyumen Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Tyumen_Oblast.svg/250px-Flag_of_Tyumen_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
324,Ulyanovsk Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Flag_of_Ulyanovsk_Oblast.svg/250px-Flag_of_Ulyanovsk_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
325,Vladimir Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Flag_of_Vladimir_Oblast.svg/250px-Flag_of_Vladimir_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
326,Volgograd Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Flag_of_Volgograd_Oblast.svg/250px-Flag_of_Volgograd_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
327,Vologda Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Flag_of_Vologda_oblast.svg/250px-Flag_of_Vologda_oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
328,Voronezh Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Voronezh_Oblast.svg/250px-Flag_of_Voronezh_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
329,Yaroslavl Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Yaroslavl_Oblast.svg/250px-Flag_of_Yaroslavl_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
330,Moscow,region,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Moscow%2C_Russia.svg/250px-Flag_of_Moscow%2C_Russia.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
331,Saint Petersburg,region,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Flag_of_Saint_Petersburg.svg/250px-Flag_of_Saint_Petersburg.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
332,Jewish Autonomous Oblast,oblast,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Flag_of_the_Jewish_Autonomous_Oblast.svg/250px-Flag_of_the_Jewish_Autonomous_Oblast.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
333,Chukotka Autonomous Okrug,autonomous okrug,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Chukotka.svg/250px-Flag_of_Chukotka.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
334,Khanty–Mansi Autonomous Okrug,autonomous okrug,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Flag_of_Yugra.svg/250px-Flag_of_Yugra.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
335,NenetsAutonomous Okrug,autonomous okrug,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Flag_of_Nenets_Autonomous_District.svg/250px-Flag_of_Nenets_Autonomous_District.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
336,Yamalo-Nenets Autonomous Okrug,autonomous okrug,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Flag_of_Yamal-Nenets_Autonomous_District.svg/250px-Flag_of_Yamal-Nenets_Autonomous_District.svg.png,,2025-09-07T19:11:52.898619,0,0,ru_regions
