id,name,description,difficulty,image,emoji,created_at,total_shown,total_correct,category
20,Bhutan,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Flag_of_Bhutan.svg/250px-Flag_of_Bhutan.svg.png,,2025-09-07 18:54:29,0,0,country
21,Bolivia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Bolivia.svg/250px-Flag_of_Bolivia.svg.png,,2025-09-07 18:54:29,0,0,country
22,Bosnia and Herzegovina,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Flag_of_Bosnia_and_Herzegovina.svg/250px-Flag_of_Bosnia_and_Herzegovina.svg.png,,2025-09-07 18:54:29,0,0,country
23,Botswana,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_Botswana.svg/250px-Flag_of_Botswana.svg.png,,2025-09-07 18:54:29,0,0,country
24,Brazil,UN,0,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Flag_of_Brazil.svg/250px-Flag_of_Brazil.svg.png,,2025-09-07 18:54:29,0,0,country
25,Brunei,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Brunei.svg/250px-Flag_of_Brunei.svg.png,,2025-09-07 18:54:29,0,0,country
26,Bulgaria,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Bulgaria.svg/250px-Flag_of_Bulgaria.svg.png,,2025-09-07 18:54:29,0,0,country
27,Burkina Faso,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Burkina_Faso.svg/250px-Flag_of_Burkina_Faso.svg.png,,2025-09-07 18:54:29,0,0,country
28,Burundi,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Flag_of_Burundi.svg/250px-Flag_of_Burundi.svg.png,,2025-09-07 18:54:29,0,0,country
29,Cambodia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_Cambodia.svg/250px-Flag_of_Cambodia.svg.png,,2025-09-07 18:54:29,0,0,country
30,Cameroon,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Flag_of_Cameroon.svg/250px-Flag_of_Cameroon.svg.png,,2025-09-07 18:54:29,0,0,country
31,Canada,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Canada_%28Pantone%29.svg/250px-Flag_of_Canada_%28Pantone%29.svg.png,,2025-09-07 18:54:29,0,0,country
32,Cape Verde,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Cape_Verde.svg/250px-Flag_of_Cape_Verde.svg.png,,2025-09-07 18:54:29,0,0,country
33,Central African Republic,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Central_African_Republic.svg/250px-Flag_of_the_Central_African_Republic.svg.png,,2025-09-07 18:54:29,0,0,country
34,Chad,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Flag_of_Chad.svg/250px-Flag_of_Chad.svg.png,,2025-09-07 18:54:29,0,0,country
35,Chile,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Flag_of_Chile.svg/250px-Flag_of_Chile.svg.png,,2025-09-07 18:54:29,0,0,country
36,China,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Flag_of_the_People%27s_Republic_of_China.svg/250px-Flag_of_the_People%27s_Republic_of_China.svg.png,,2025-09-07 18:54:29,0,0,country
37,Colombia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Colombia.svg/250px-Flag_of_Colombia.svg.png,,2025-09-07 18:54:29,0,0,country
38,Comoros,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Flag_of_the_Comoros.svg/250px-Flag_of_the_Comoros.svg.png,,2025-09-07 18:54:29,0,0,country
39,Democratic Republic of the Congo,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Flag_of_the_Democratic_Republic_of_the_Congo.svg/250px-Flag_of_the_Democratic_Republic_of_the_Congo.svg.png,,2025-09-07 18:54:29,0,0,country
40,Republic of the Congo,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_the_Republic_of_the_Congo.svg/250px-Flag_of_the_Republic_of_the_Congo.svg.png,,2025-09-07 18:54:29,0,0,country
41,Costa Rica,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Flag_of_Costa_Rica.svg/250px-Flag_of_Costa_Rica.svg.png,,2025-09-07 18:54:29,0,0,country
42,Croatia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Croatia.svg/250px-Flag_of_Croatia.svg.png,,2025-09-07 18:54:29,0,0,country
43,Cuba,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Flag_of_Cuba.svg/250px-Flag_of_Cuba.svg.png,,2025-09-07 18:54:29,0,0,country
44,Cyprus,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Cyprus.svg/250px-Flag_of_Cyprus.svg.png,,2025-09-07 18:54:29,0,0,country
45,Czech Republic,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_Czech_Republic.svg/250px-Flag_of_the_Czech_Republic.svg.png,,2025-09-07 18:54:29,0,0,country
46,Denmark,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Flag_of_Denmark.svg/250px-Flag_of_Denmark.svg.png,,2025-09-07 18:54:29,0,0,country
47,Djibouti,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Flag_of_Djibouti.svg/250px-Flag_of_Djibouti.svg.png,,2025-09-07 18:54:29,0,0,country
48,Dominica,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Flag_of_Dominica.svg/250px-Flag_of_Dominica.svg.png,,2025-09-07 18:54:29,0,0,country
49,Dominican Republic,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_the_Dominican_Republic.svg/250px-Flag_of_the_Dominican_Republic.svg.png,,2025-09-07 18:54:29,0,0,country
50,Ecuador,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Flag_of_Ecuador.svg/250px-Flag_of_Ecuador.svg.png,,2025-09-07 18:54:29,0,0,country
51,Egypt,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/250px-Flag_of_Egypt.svg.png,,2025-09-07 18:54:29,0,0,country
52,El Salvador,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Flag_of_El_Salvador.svg/250px-Flag_of_El_Salvador.svg.png,,2025-09-07 18:54:29,0,0,country
53,Equatorial Guinea,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Equatorial_Guinea.svg/250px-Flag_of_Equatorial_Guinea.svg.png,,2025-09-07 18:54:29,0,0,country
54,Eritrea,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Flag_of_Eritrea.svg/250px-Flag_of_Eritrea.svg.png,,2025-09-07 18:54:29,0,0,country
55,Estonia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Flag_of_Estonia.svg/250px-Flag_of_Estonia.svg.png,,2025-09-07 18:54:29,0,0,country
56,Eswatini,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Flag_of_Eswatini.svg/250px-Flag_of_Eswatini.svg.png,,2025-09-07 18:54:29,0,0,country
57,Ethiopia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Flag_of_Ethiopia.svg/250px-Flag_of_Ethiopia.svg.png,,2025-09-07 18:54:29,0,0,country
58,Fiji,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Flag_of_Fiji.svg/250px-Flag_of_Fiji.svg.png,,2025-09-07 18:54:29,0,0,country
59,Finland,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Finland.svg/250px-Flag_of_Finland.svg.png,,2025-09-07 18:54:29,0,0,country
60,France,UN,0,https://upload.wikimedia.org/wikipedia/en/thumb/c/c3/Flag_of_France.svg/250px-Flag_of_France.svg.png,,2025-09-07 18:54:29,0,0,country
61,Gabon,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Flag_of_Gabon.svg/250px-Flag_of_Gabon.svg.png,,2025-09-07 18:54:29,0,0,country
62,The Gambia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_The_Gambia.svg/250px-Flag_of_The_Gambia.svg.png,,2025-09-07 18:54:29,0,0,country
63,Georgia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_Georgia.svg/250px-Flag_of_Georgia.svg.png,,2025-09-07 18:54:29,0,0,country
64,Germany,UN,0,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Flag_of_Germany.svg/250px-Flag_of_Germany.svg.png,,2025-09-07 18:54:29,0,0,country
65,Ghana,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Ghana.svg/250px-Flag_of_Ghana.svg.png,,2025-09-07 18:54:29,0,0,country
66,Greece,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Greece.svg/250px-Flag_of_Greece.svg.png,,2025-09-07 18:54:29,0,0,country
67,Grenada,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Grenada.svg/250px-Flag_of_Grenada.svg.png,,2025-09-07 18:54:29,0,0,country
68,Guatemala,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Flag_of_Guatemala.svg/250px-Flag_of_Guatemala.svg.png,,2025-09-07 18:54:29,0,0,country
69,Guinea,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flag_of_Guinea.svg/250px-Flag_of_Guinea.svg.png,,2025-09-07 18:54:29,0,0,country
70,Guinea-Bissau,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Guinea-Bissau.svg/250px-Flag_of_Guinea-Bissau.svg.png,,2025-09-07 18:54:29,0,0,country
71,Guyana,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_Guyana.svg/250px-Flag_of_Guyana.svg.png,,2025-09-07 18:54:29,0,0,country
72,Haiti,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flag_of_Haiti.svg/250px-Flag_of_Haiti.svg.png,,2025-09-07 18:54:29,0,0,country
73,Honduras,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Flag_of_Honduras_%282022%E2%80%93present%29.svg/250px-Flag_of_Honduras_%282022%E2%80%93present%29.svg.png,,2025-09-07 18:54:29,0,0,country
74,Hungary,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Flag_of_Hungary.svg/250px-Flag_of_Hungary.svg.png,,2025-09-07 18:54:29,0,0,country
75,Iceland,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Iceland.svg/250px-Flag_of_Iceland.svg.png,,2025-09-07 18:54:29,0,0,country
76,India,UN,0,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Flag_of_India.svg/250px-Flag_of_India.svg.png,,2025-09-07 18:54:29,0,0,country
77,Indonesia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Indonesia.svg/250px-Flag_of_Indonesia.svg.png,,2025-09-07 18:54:29,0,0,country
78,Iran,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Flag_of_Iran.svg/250px-Flag_of_Iran.svg.png,,2025-09-07 18:54:29,0,0,country
79,Iraq,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/250px-Flag_of_Iraq.svg.png,,2025-09-07 18:54:29,0,0,country
80,Ireland,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Flag_of_Ireland.svg/250px-Flag_of_Ireland.svg.png,,2025-09-07 18:54:29,0,0,country
81,Israel,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Israel.svg/250px-Flag_of_Israel.svg.png,,2025-09-07 18:54:29,0,0,country
82,Italy,UN,0,https://upload.wikimedia.org/wikipedia/en/thumb/0/03/Flag_of_Italy.svg/250px-Flag_of_Italy.svg.png,,2025-09-07 18:54:29,0,0,country
83,Ivory Coast,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_C%C3%B4te_d%27Ivoire.svg/250px-Flag_of_C%C3%B4te_d%27Ivoire.svg.png,,2025-09-07 18:54:29,0,0,country
84,Jamaica,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Flag_of_Jamaica.svg/250px-Flag_of_Jamaica.svg.png,,2025-09-07 18:54:29,0,0,country
85,Japan,UN,0,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Flag_of_Japan.svg/250px-Flag_of_Japan.svg.png,,2025-09-07 18:54:29,0,0,country
86,Jordan,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Flag_of_Jordan.svg/250px-Flag_of_Jordan.svg.png,,2025-09-07 18:54:29,0,0,country
87,Kazakhstan,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Kazakhstan.svg/250px-Flag_of_Kazakhstan.svg.png,,2025-09-07 18:54:29,0,0,country
88,Kenya,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Kenya.svg/250px-Flag_of_Kenya.svg.png,,2025-09-07 18:54:29,0,0,country
89,Kiribati,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Kiribati.svg/250px-Flag_of_Kiribati.svg.png,,2025-09-07 18:54:29,0,0,country
90,Kuwait,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Flag_of_Kuwait.svg/250px-Flag_of_Kuwait.svg.png,,2025-09-07 18:54:29,0,0,country
91,Kyrgyzstan,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Flag_of_Kyrgyzstan.svg/250px-Flag_of_Kyrgyzstan.svg.png,,2025-09-07 18:54:29,0,0,country
92,Laos,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flag_of_Laos.svg/250px-Flag_of_Laos.svg.png,,2025-09-07 18:54:29,0,0,country
93,Latvia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Latvia.svg/250px-Flag_of_Latvia.svg.png,,2025-09-07 18:54:29,0,0,country
94,Lebanon,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Flag_of_Lebanon.svg/250px-Flag_of_Lebanon.svg.png,,2025-09-07 18:54:29,0,0,country
95,Lesotho,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Flag_of_Lesotho.svg/250px-Flag_of_Lesotho.svg.png,,2025-09-07 18:54:29,0,0,country
96,Liberia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Flag_of_Liberia.svg/250px-Flag_of_Liberia.svg.png,,2025-09-07 18:54:29,0,0,country
97,Libya,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/250px-Flag_of_Libya.svg.png,,2025-09-07 18:54:29,0,0,country
98,Liechtenstein,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Flag_of_Liechtenstein.svg/250px-Flag_of_Liechtenstein.svg.png,,2025-09-07 18:54:29,0,0,country
99,Lithuania,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Flag_of_Lithuania.svg/250px-Flag_of_Lithuania.svg.png,,2025-09-07 18:54:29,0,0,country
100,Luxembourg,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Flag_of_Luxembourg.svg/250px-Flag_of_Luxembourg.svg.png,,2025-09-07 18:54:29,0,0,country
101,Madagascar,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Madagascar.svg/250px-Flag_of_Madagascar.svg.png,,2025-09-07 18:54:29,0,0,country
102,Malawi,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Flag_of_Malawi.svg/250px-Flag_of_Malawi.svg.png,,2025-09-07 18:54:29,0,0,country
103,Malaysia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Flag_of_Malaysia.svg/250px-Flag_of_Malaysia.svg.png,,2025-09-07 18:54:29,0,0,country
104,Maldives,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_Maldives.svg/250px-Flag_of_Maldives.svg.png,,2025-09-07 18:54:29,0,0,country
105,Mali,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Mali.svg/250px-Flag_of_Mali.svg.png,,2025-09-07 18:54:29,0,0,country
106,Malta,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/250px-Flag_of_Malta.svg.png,,2025-09-07 18:54:29,0,0,country
107,Marshall Islands,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/250px-Flag_of_the_Marshall_Islands.svg.png,,2025-09-07 18:54:29,0,0,country
108,Mauritania,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Flag_of_Mauritania.svg/250px-Flag_of_Mauritania.svg.png,,2025-09-07 18:54:29,0,0,country
109,Mauritius,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Mauritius.svg/250px-Flag_of_Mauritius.svg.png,,2025-09-07 18:54:29,0,0,country
110,Mexico,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Mexico.svg/250px-Flag_of_Mexico.svg.png,,2025-09-07 18:54:29,0,0,country
111,Micronesia,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Flag_of_the_Federated_States_of_Micronesia.svg/250px-Flag_of_the_Federated_States_of_Micronesia.svg.png,,2025-09-07 18:54:29,0,0,country
112,Moldova,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_Moldova.svg/250px-Flag_of_Moldova.svg.png,,2025-09-07 18:54:29,0,0,country
113,Monaco,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Flag_of_Monaco.svg/250px-Flag_of_Monaco.svg.png,,2025-09-07 18:54:29,0,0,country
114,Mongolia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Flag_of_Mongolia.svg/250px-Flag_of_Mongolia.svg.png,,2025-09-07 18:54:29,0,0,country
115,Montenegro,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Montenegro.svg/250px-Flag_of_Montenegro.svg.png,,2025-09-07 18:54:29,0,0,country
116,Morocco,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Morocco.svg/250px-Flag_of_Morocco.svg.png,,2025-09-07 18:54:29,0,0,country
117,Mozambique,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Mozambique.svg/250px-Flag_of_Mozambique.svg.png,,2025-09-07 18:54:29,0,0,country
118,Myanmar,,0,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Flag_of_Myanmar.svg/250px-Flag_of_Myanmar.svg.png,,2025-09-07 18:54:29,0,0,country
119,Namibia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Namibia.svg/250px-Flag_of_Namibia.svg.png,,2025-09-07 18:54:29,0,0,country
120,Nauru,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Flag_of_Nauru.svg/250px-Flag_of_Nauru.svg.png,,2025-09-07 18:54:29,0,0,country
121,Nepal,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Flag_of_Nepal.svg/250px-Flag_of_Nepal.svg.png,,2025-09-07 18:54:29,0,0,country
122,Netherlands,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/250px-Flag_of_the_Netherlands.svg.png,,2025-09-07 18:54:29,0,0,country
123,New Zealand,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/250px-Flag_of_New_Zealand.svg.png,,2025-09-07 18:54:29,0,0,country
124,Nicaragua,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Nicaragua.svg/250px-Flag_of_Nicaragua.svg.png,,2025-09-07 18:54:29,0,0,country
125,Niger,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Flag_of_Niger.svg/250px-Flag_of_Niger.svg.png,,2025-09-07 18:54:29,0,0,country
126,Nigeria,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/250px-Flag_of_Nigeria.svg.png,,2025-09-07 18:54:29,0,0,country
127,North Korea,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Flag_of_North_Korea.svg/250px-Flag_of_North_Korea.svg.png,,2025-09-07 18:54:29,0,0,country
128,North Macedonia,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_North_Macedonia.svg/250px-Flag_of_North_Macedonia.svg.png,,2025-09-07 18:54:29,0,0,country
129,Norway,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/250px-Flag_of_Norway.svg.png,,2025-09-07 18:54:29,0,0,country
130,Oman,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Flag_of_Oman.svg/250px-Flag_of_Oman.svg.png,,2025-09-07 18:54:29,0,0,country
131,Pakistan,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/250px-Flag_of_Pakistan.svg.png,,2025-09-07 18:54:29,0,0,country
132,Palau,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Palau.svg/250px-Flag_of_Palau.svg.png,,2025-09-07 18:54:29,0,0,country
133,Palestine,partial-recognition,0,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Palestine.svg/250px-Flag_of_Palestine.svg.png,,2025-09-07 18:54:29,0,0,country
134,Panama,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/250px-Flag_of_Panama.svg.png,,2025-09-07 18:54:29,0,0,country
135,Papua New Guinea,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Flag_of_Papua_New_Guinea.svg/250px-Flag_of_Papua_New_Guinea.svg.png,,2025-09-07 18:54:29,0,0,country
136,Paraguay,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_Paraguay.svg/250px-Flag_of_Paraguay.svg.png,,2025-09-07 18:54:29,0,0,country
137,Peru,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Peru.svg/250px-Flag_of_Peru.svg.png,,2025-09-07 18:54:29,0,0,country
138,Philippines,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/250px-Flag_of_the_Philippines.svg.png,,2025-09-07 18:54:29,0,0,country
139,Poland,UN,0,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Flag_of_Poland.svg/250px-Flag_of_Poland.svg.png,,2025-09-07 18:54:29,0,0,country
140,Portugal,UN,0,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Flag_of_Portugal_%28official%29.svg/250px-Flag_of_Portugal_%28official%29.svg.png,,2025-09-07 18:54:29,0,0,country
